ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006721	terpenoid metabolic process	11/686	62/12179	0.000609975653823447	0.013158376666902	0.0102865842646411	CRABP2/PNPLA2/DHRS3/ALDH1A3/HSD17B6/ADH1B/ADH1A/ADH1C/PLB1/ABCA4/RBP1	11
GO:0021602	cranial nerve morphogenesis	6/686	20/12179	0.000612872690586958	0.013158376666902	0.0102865842646411	ADARB1/PLXNA4/CITED2/EPHB2/MAFB/EGR2	6
GO:0009581	detection of external stimulus	12/686	72/12179	0.000630682369101746	0.0134066836283312	0.0104806986715241	CXCL12/COL11A1/PIEZO2/TRPA1/LXN/PKD1L2/GUCY2D/TMC2/ADORA1/ABCA4/ASIC2/HTR2A	12
GO:0009582	detection of abiotic stimulus	12/686	72/12179	0.000630682369101746	0.0134066836283312	0.0104806986715241	CXCL12/COL11A1/PIEZO2/TRPA1/LXN/PKD1L2/GUCY2D/TMC2/ADORA1/ABCA4/ASIC2/HTR2A	12
GO:0015849	organic acid transport	25/686	220/12179	0.000640639505365739	0.0135512612612832	0.0105937224921511	SLC6A6/SLC6A9/ACSL1/SLC7A14/IRS2/CRABP2/ABAT/PLA2G4A/LEP/SLC16A12/SLC5A6/SLC7A6/SLC7A11/SLC38A2/P2RX7/BDKRB2/THBS1/SLC51B/PER2/ADORA1/FABP4/PTGS2/SLC7A5/FOLR3/RBP1	25
GO:0003208	cardiac ventricle morphogenesis	9/686	44/12179	0.000648076866870733	0.0136413826781516	0.0106641750694054	SOX4/COL11A1/TGFBR2/TGFB2/NRG1/FGFR2/SFRP2/PKP2/CHD7	9
GO:0001508	action potential	14/686	93/12179	0.000669432462541802	0.0139540922046335	0.0109086362955841	CACNB2/TBX18/USP53/ABCC9/ATP2A2/FGF13/NEDD4L/SCN1B/KCNE3/CACNA1G/KCND3/KCNQ3/KCND2/PKP2	14
GO:0030534	adult behavior	14/686	93/12179	0.000669432462541802	0.0139540922046335	0.0109086362955841	CXCL12/ABAT/TUBA1A/PPP1R1B/LEP/GDNF/SLC7A11/SLITRK6/CHL1/SPTBN4/NRXN3/EPHA4/HTR2A/CHD7	14
GO:0002791	regulation of peptide secretion	17/686	126/12179	0.000688470458075359	0.0142289394488343	0.0111234986155303	SOX4/INHBB/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/GPR68/ADCY8/ADRA2A/PER2/ADORA1/RAPGEF4/EPHA5/ACVR1C/CHD7	17
GO:0001936	regulation of endothelial cell proliferation	15/686	104/12179	0.000692558999722024	0.0142289394488343	0.0111234986155303	CXCL12/LEP/HMGB2/VEGFA/THBS1/FGF10/VASH2/COL4A3/NR4A1/IL12A/ANG/RGCC/EGR3/HMOX1/XDH	15
GO:0006937	regulation of muscle contraction	15/686	104/12179	0.000692558999722024	0.0142289394488343	0.0111234986155303	PDE5A/OXTR/ABAT/ATP2A2/CLIC2/ADRA1B/FGF13/STC1/NR4A1/ADRA2A/ARHGAP42/ADORA1/PTGS2/PKP2/KCNB2	15
GO:0002027	regulation of heart rate	11/686	63/12179	0.000702155627277573	0.0143574107787138	0.0112239313052039	CACNB2/ATP2A2/ADRA1B/ADM2/GCH1/SCN1B/SPTBN4/KCNE3/CACNA1G/KCND3/PKP2	11
GO:0051216	cartilage development	20/686	161/12179	0.000714975745166548	0.0143849978899362	0.0112454975782626	COL11A1/COL1A1/CCN3/ZBTB16/TGFBR2/CBS/LEP/PKDCC/PRKG2/CCN2/SOX9/AXIN2/RSPO2/CCN1/FRZB/COL27A1/STC1/CHRDL2/GDF5/SFRP2	20
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	12/686	73/12179	0.000716904878538974	0.0143849978899362	0.0112454975782626	SORT1/ATF3/ARHGEF2/CFLAR/PIK3R1/FAIM2/HMGB2/BRCA1/THBS1/SFRP2/HMOX1/NGF	12
GO:0042303	molting cycle	12/686	73/12179	0.000716904878538974	0.0143849978899362	0.0112454975782626	PER1/FST/LDB2/SOX9/LGR4/TGFB2/FGF10/EDA/FGFR2/HPSE/PTGS2/APCDD1	12
GO:0042633	hair cycle	12/686	73/12179	0.000716904878538974	0.0143849978899362	0.0112454975782626	PER1/FST/LDB2/SOX9/LGR4/TGFB2/FGF10/EDA/FGFR2/HPSE/PTGS2/APCDD1	12
GO:0055008	cardiac muscle tissue morphogenesis	8/686	36/12179	0.000720457922963056	0.0143890526567598	0.0112486673994085	WNT2/COL11A1/S1PR1/TGFB2/NRG1/FGFR2/PKP2/CHD7	8
GO:1903115	regulation of actin filament-based movement	7/686	28/12179	0.000729578581180292	0.0144508116469549	0.0112969475993771	PDPN/ACTA2/ATP2A2/FGF13/STC1/ADORA1/PKP2	7
GO:0050996	positive regulation of lipid catabolic process	5/686	14/12179	0.000730280886676573	0.0144508116469549	0.0112969475993771	IRS2/PNPLA2/PRKCE/ABHD5/ADORA1	5
GO:0090087	regulation of peptide transport	17/686	127/12179	0.000754290998467179	0.0148502880418801	0.0116092389786374	SOX4/INHBB/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/GPR68/ADCY8/ADRA2A/PER2/ADORA1/RAPGEF4/EPHA5/ACVR1C/CHD7	17
GO:0001667	ameboidal-type cell migration	35/686	352/12179	0.000757385440421925	0.0148502880418801	0.0116092389786374	CCN3/AMOT/IRS2/DAAM2/TGFBR2/PIK3R3/ACTA2/PRKCE/DUSP10/SEMA3A/RHOJ/PLK2/BMPER/GLUL/GDNF/ROBO1/RHOB/SOX9/KANK1/ENPP2/PRR5L/VEGFA/TGFB2/THBS1/SEMA6D/FGF10/AGT/STC1/NR4A1/RGCC/EGR3/HMOX1/PTGS2/PLCG2/ACVR1C	35
GO:0045137	development of primary sexual characteristics	20/686	162/12179	0.000773767579663547	0.0151025363048876	0.0118064345050098	ADAMTS1/PTX3/INHBB/LHFPL2/FST/CITED2/RHOBTB3/LEP/ING2/SOX9/HMGB2/VEGFA/TGFB2/TNFAIP6/DMC1/ANG/LFNG/SFRP2/KIF18A/CYP19A1	20
GO:0042476	odontogenesis	13/686	84/12179	0.000789586456320702	0.0152733319652309	0.0119399543149858	COL1A1/FST/TMT1A/AQP3/FAM20A/AXIN2/TGFB2/FGF10/RSPO2/EDA/TNFRSF11B/FGFR2/APCDD1	13
GO:0032870	cellular response to hormone stimulus	42/686	448/12179	0.000789631973982595	0.0152733319652309	0.0119399543149858	PER1/CCKAR/INHBB/FAM107A/GDF15/FOXO1/ACSL1/IRS2/KLF9/IGFBP2/NR4A3/OXTR/AGTRAP/GCLM/CFLAR/PIK3R1/PIK3R3/NCOA3/PRKCE/LEP/KANK1/BRCA1/SOCS1/TRIB3/AXIN2/GNG2/AGT/SORBS1/ADCY8/STC1/PMEPA1/NR4A1/LBH/GPR150/CAMK2A/LMO3/ADRA2A/PDK4/RXFP1/RAMP3/MSTN/ENPP1	42
GO:0030595	leukocyte chemotaxis	18/686	139/12179	0.000795350336572949	0.0153149522208262	0.0119724910235126	DUSP1/CXCL12/CCN3/DAPK2/NEDD9/S1PR1/VEGFA/TGFB2/THBS1/IL34/TNFAIP6/IL12A/CCL8/CH25H/CYP19A1/MSTN/CCL7/CCR1	18
GO:0043271	negative regulation of monoatomic ion transport	12/686	74/12179	0.000812772814107717	0.0155805645704399	0.012180133948259	SLC6A9/EPHB2/PRKCE/CLIC2/PRKG2/NEDD4L/KCNE3/STC1/ADRA2A/PTGS2/MAOB/HTR2A	12
GO:0014850	response to muscle activity	6/686	21/12179	0.000817539242592035	0.0156022822564009	0.012197111787724	POSTN/SLC38A2/AGT/MSTN/SLC7A5/FNDC5	6
GO:0040008	regulation of growth	43/686	463/12179	0.000831137500917248	0.0157916125174277	0.0123451210546116	MT2A/CXCL12/WNT2/PLXNA4/FAM107A/CCN3/GDF15/MT1E/JADE1/CRABP2/CITED2/NKD1/WFDC1/RND2/LEP/ALOX15B/DUSP10/SEMA3A/FGF13/MT1X/ULK2/KAZALD1/RASGRP2/MT1M/BRCA1/NEDD4L/BDKRB1/VEGFA/TGFB2/SEMA6D/AGT/SPTBN4/FRZB/GDF5/PI16/FGFR2/SFRP2/CDH4/NGF/MSTN/LGI1/ENPP1/CHD7	43
GO:0055074	calcium ion homeostasis	24/686	212/12179	0.000860454337737136	0.0162766120098822	0.0127242702668385	CACNB2/CXCL12/TRPC6/SGCD/PRKCE/FAM20A/ATP2A2/CLIC2/TRPA1/P2RX7/BDKRB1/UBASH3B/ADCY8/STC1/SYPL2/CCL8/TRPV6/ADORA1/SLC24A3/CCL7/PLCG2/HTR2A/CCR1/CHD7	24
GO:0002686	negative regulation of leukocyte migration	8/686	37/12179	0.000874530112226089	0.0163983943314359	0.0128194738124063	DUSP1/CXCL12/CCN3/APOD/TNFAIP6/HMOX1/ADORA1/CYP19A1	8
GO:0051965	positive regulation of synapse assembly	8/686	37/12179	0.000874530112226089	0.0163983943314359	0.0128194738124063	EPHB2/OXTR/FLRT3/EPHB3/LRRTM2/SLITRK6/LRRN1/ASIC2	8
GO:0043270	positive regulation of monoatomic ion transport	17/686	129/12179	0.000902195178554259	0.0168435917248347	0.0131675076632015	CACNB2/CXCL12/TRPC6/EPHB2/LEP/FGF13/P2RX7/BDKRB1/SCN1B/STC1/CAMK2A/ADRA2A/MCHR1/ADORA1/RAMP3/PKP2/CCR1	17
GO:0046888	negative regulation of hormone secretion	9/686	46/12179	0.00091066562272807	0.0169281306666421	0.0132335961306895	INHBB/RAB11FIP1/CCN3/FOXO1/LIF/LEP/ADRA2A/ADORA1/ACVR1C	9
GO:0140353	lipid export from cell	7/686	29/12179	0.000915584108937535	0.0169461989818008	0.0132477210680662	C1QTNF1/PLA2G4A/LEP/P2RX7/AGT/CYP19A1/PTGS2	7
GO:0007584	response to nutrient	15/686	107/12179	0.000936313583783619	0.0171817543964396	0.0134318669306611	VCAM1/COL1A1/ACSL1/IGFBP2/CBS/GCLM/AQP3/LEP/CDKN2B/POSTN/TNFRSF11B/STC1/CYP24A1/SFRP2/PTGS2	15
GO:0045598	regulation of fat cell differentiation	15/686	107/12179	0.000936313583783619	0.0171817543964396	0.0134318669306611	SORT1/ZBTB16/FOXO1/KLF5/LEP/DUSP10/TRIB3/AXIN2/FRZB/LMO3/SFRP2/PTGS2/ENPP1/FNDC5/HTR2A	15
GO:0043549	regulation of kinase activity	42/686	453/12179	0.000984288167545472	0.0179852484742139	0.0140599998490594	DUSP1/ADARB1/ERRFI1/IRS2/PRKAG2/TGFBR2/RAP2B/EPHB2/NEK10/PIK3R1/NEDD9/WARS1/PIK3R3/LEP/LDB2/DUSP10/CDKN2B/ROBO1/PKIA/RASSF2/TRIB3/AXIN2/VEGFA/TGFB2/THBS1/IL34/AGT/UBASH3B/CCN1/ADCY8/MMD/NRG1/TNFSF15/MERTK/GPRC5B/ADRA2A/CIMAP3/FGFR2/ANG/RGCC/EPHA4/DIRAS3	42
GO:0086001	cardiac muscle cell action potential	10/686	56/12179	0.00101512856561272	0.0184701782234788	0.0144390945394244	CACNB2/TBX18/ATP2A2/FGF13/NEDD4L/SCN1B/KCNE3/CACNA1G/KCND3/PKP2	10
GO:0090189	regulation of branching involved in ureteric bud morphogenesis	5/686	15/12179	0.00104499364536558	0.018673418319582	0.0145979778445192	GDNF/SOX9/LGR4/VEGFA/AGT	5
GO:0021954	central nervous system neuron development	11/686	66/12179	0.00105064476702553	0.018673418319582	0.0145979778445192	ADARB1/PLXNA4/EPHB2/LEP/EPHB3/ARHGEF28/RAC3/SCN1B/SPTBN4/FGFR2/EPHA4	11
GO:0015844	monoamine transport	8/686	38/12179	0.00105394177525613	0.018673418319582	0.0145979778445192	CXCL12/GPM6B/OXTR/ABAT/GDNF/ADRA2A/MAOB/HTR2A	8
GO:0002683	negative regulation of immune system process	33/686	332/12179	0.00106679495549126	0.018673418319582	0.0145979778445192	DUSP1/SAMHD1/CXCL12/FSTL3/TSC22D1/CCN3/PDE5A/PIK3R1/TSC22D3/DUSP10/PLK2/APOD/LRRC17/SOX9/LGR4/GRAMD4/SOCS1/GPR68/TGFB2/THBS1/UBASH3B/TNFAIP6/MAFB/TNFRSF11B/MERTK/ACP5/HMOX1/INPP5D/ADORA1/IL31RA/CYP19A1/TSPAN32/IL4I1	33
GO:0045453	bone resorption	9/686	47/12179	0.00107109577899508	0.018673418319582	0.0145979778445192	TMEM119/S1PR1/P2RX7/UBASH3B/TNFRSF11B/PDK4/ACP5/INPP5D/SIGLEC15	9
GO:1905330	regulation of morphogenesis of an epithelium	9/686	47/12179	0.00107109577899508	0.018673418319582	0.0145979778445192	WNT2/NKD1/LIF/GDNF/SOX9/LGR4/VEGFA/FGF10/AGT	9
GO:0050433	regulation of catecholamine secretion	6/686	22/12179	0.00107113983665664	0.018673418319582	0.0145979778445192	CXCL12/OXTR/ABAT/GDNF/ADRA2A/HTR2A	6
GO:0051954	positive regulation of amine transport	6/686	22/12179	0.00107113983665664	0.018673418319582	0.0145979778445192	CXCL12/OXTR/ABAT/GDNF/P2RX7/SLC7A5	6
GO:0061098	positive regulation of protein tyrosine kinase activity	6/686	22/12179	0.00107113983665664	0.018673418319582	0.0145979778445192	NEDD9/IL34/AGT/GPRC5B/ADRA2A/EPHA4	6
GO:0001659	temperature homeostasis	17/686	131/12179	0.00107413468209985	0.018673418319582	0.0145979778445192	FOXO1/ACSL1/OXTR/ABAT/SCD/LEP/LGR4/VEGFA/G0S2/DIO2/ADAMTS5/PER2/ADORA1/FABP4/PTGS2/GADD45G/HTR2A	17
GO:0007565	female pregnancy	17/686	131/12179	0.00107413468209985	0.018673418319582	0.0145979778445192	IGFBP2/CBS/CITED2/OXTR/CORIN/LIF/LEP/SLC38A2/VEGFA/STC1/PSG1/PRDM1/ADRA2A/HSD11B2/PTGS2/ACVR1C/TPPP3	17
GO:0003231	cardiac ventricle development	13/686	87/12179	0.00110578695039976	0.0190692737550867	0.0149074385323392	SOX4/COL11A1/TGFBR2/CITED2/ROBO1/TGFB2/CCN1/NRG1/PRDM1/FGFR2/SFRP2/PKP2/CHD7	13
GO:0007613	memory	13/686	87/12179	0.00110578695039976	0.0190692737550867	0.0149074385323392	OXTR/ADCY1/TUBA1A/PLK2/FGF13/ITGA8/ADCY8/CAMK4/NGF/PTGS2/GRIN2A/RCAN1/HTR2A	13
GO:0001890	placenta development	15/686	109/12179	0.00113623589045686	0.019515987654487	0.0152566579143871	WNT2/CITED2/LIF/LEP/SPINT2/FZD5/VASH2/CCN1/STC1/PRDM1/FGFR2/ANG/E2F7/PTGS2/TPPP3	15
GO:0010038	response to metal ion	26/686	242/12179	0.0011657622714339	0.019801803944996	0.0154800953057123	MT2A/VCAM1/INHBB/IMPA2/MT1E/ADCY1/ABAT/AQP3/TUBA1A/MT1X/P2RX7/FIBIN/RASGRP2/MT1M/JUN/THBS1/TNFRSF11B/ADCY8/CACNA1G/TRPV6/HMOX1/KCNQ3/FABP4/PTGS2/PLCG2/MAOB	26
GO:0072001	renal system development	26/686	242/12179	0.0011657622714339	0.019801803944996	0.0154800953057123	ADAMTS1/KLF15/SOX4/TBX18/ZBTB16/COL4A1/COL4A4/CFLAR/LIF/ACTA2/NID1/BMPER/GDNF/SOX9/LGR4/ITGA8/GCNT4/VEGFA/TGFB2/FGF10/AGT/MTSS1/COL4A3/PRDM1/FGFR2/EPHA4	26
GO:0046545	development of primary female sexual characteristics	12/686	77/12179	0.00116671085190591	0.019801803944996	0.0154800953057123	ADAMTS1/PTX3/INHBB/LHFPL2/FST/LEP/VEGFA/TNFAIP6/DMC1/ANG/LFNG/CYP19A1	12
GO:0018958	phenol-containing compound metabolic process	11/686	67/12179	0.0011944584607875	0.0201929316166202	0.0157858600557453	MAOA/ABAT/GPR37/SLC7A11/GCNT4/GCH1/TGFB2/DIO2/SNCAIP/GRIN2A/MAOB	11
GO:0007162	negative regulation of cell adhesion	23/686	205/12179	0.00123464058020058	0.0207634457262298	0.0162318604713914	DUSP1/CXCL12/PLXNA4/COL1A1/FAM107A/PDE5A/C1QTNF1/EPHB2/MYADM/PIK3R1/POSTN/CORO2B/APOD/KANK1/SOCS1/SPINT2/VEGFA/THBS1/UBASH3B/RGCC/EPHA4/TSPAN32/IL4I1	23
GO:0050900	leukocyte migration	26/686	243/12179	0.00123787659662665	0.0207634457262298	0.0162318604713914	DUSP1/VCAM1/CXCL12/CCN3/DAPK2/PIK3R1/NEDD9/LEP/S1PR1/APOD/BDKRB1/VEGFA/TGFB2/THBS1/IL34/RAC3/TNFAIP6/IL12A/CCL8/CH25H/HMOX1/ADORA1/CYP19A1/MSTN/CCL7/CCR1	26
GO:1903706	regulation of hemopoiesis	29/686	282/12179	0.00124581566029394	0.0208153013435883	0.0162723986921048	SOX4/FSTL3/TSC22D1/ZBTB16/TGFBR2/FOXO3/LIF/PIK3R1/NEDD9/SMARCD2/DUSP10/RASSF2/LRRC17/HMGB2/SOCS1/GPR68/IL34/UBASH3B/TNFAIP6/MAFB/TNFRSF11B/CAMK4/PRDM1/EGR3/INPP5D/TNFSF9/IL4I1/SIGLEC15/CCR1	29
GO:0022600	digestive system process	9/686	48/12179	0.00125364582608778	0.020864942547368	0.016311205791081	TJP2/LEP/SOX9/EPB41/TYMP/FGF10/CRACD/ADRA2A/NPC1L1	9
GO:0007631	feeding behavior	8/686	39/12179	0.00126158435118761	0.0209159969266393	0.0163511176425006	GDF15/NR4A3/OXTR/NEGR1/LEP/GLS/ADM2/MCHR1	8
GO:0070372	regulation of ERK1 and ERK2 cascade	22/686	193/12179	0.00127020783487254	0.020977970934395	0.0163995659328281	ATF3/EPHB2/NEK10/CFLAR/LIF/ACTA2/DUSP10/BMPER/CCN2/FGF10/CCN1/NRG1/LMO3/CCL8/FGFR2/FAM83D/EPHA4/RAMP3/CCL7/PSCA/HTR2A/CCR1	22
GO:0003205	cardiac chamber development	16/686	122/12179	0.00133044718430934	0.0218886598062234	0.0171114985713349	ADAMTS1/SOX4/WNT2/COL11A1/TGFBR2/CITED2/DHRS3/ROBO1/TGFB2/CCN1/NRG1/PRDM1/FGFR2/SFRP2/PKP2/CHD7	16
GO:0009064	glutamine family amino acid metabolic process	10/686	58/12179	0.0013441767681202	0.0219412352317786	0.017152599503381	PHGDH/GCLM/PRODH/GLS/ADHFE1/GLUL/SLC7A11/CTPS1/DDAH1/GFPT2	10
GO:0061035	regulation of cartilage development	10/686	58/12179	0.0013441767681202	0.0219412352317786	0.017152599503381	ZBTB16/LEP/PKDCC/PRKG2/CCN2/SOX9/AXIN2/CCN1/FRZB/GDF5	10
GO:0014896	muscle hypertrophy	11/686	68/12179	0.00135408182031237	0.0219412352317786	0.017152599503381	KLF15/FOXO1/PDLIM5/LMCD1/PDE5A/NR4A3/LEP/ATP2A2/AGT/PI16/MSTN	11
GO:0015908	fatty acid transport	11/686	68/12179	0.00135408182031237	0.0219412352317786	0.017152599503381	ACSL1/IRS2/CRABP2/PLA2G4A/LEP/P2RX7/BDKRB2/THBS1/FABP4/PTGS2/RBP1	11
GO:0050801	monoatomic ion homeostasis	38/686	405/12179	0.00136153781447438	0.0219791104336578	0.0171822085095322	CACNB2/STEAP2/MT2A/CXCL12/MT1E/TRPC6/SCN7A/STEAP4/SGCD/CORIN/PRKCE/SLC39A10/FAM20A/ATP2A2/CLIC2/MT1X/TRPA1/P2RX7/MT1M/BDKRB1/AGT/UBASH3B/KCNE3/ADCY8/STC1/SYPL2/CCL8/TRPV6/PDK4/HMOX1/ADORA1/SLC24A3/CCL7/PLCG2/SCARA5/HTR2A/CCR1/CHD7	38
GO:0007204	positive regulation of cytosolic calcium ion concentration	13/686	89/12179	0.00137044762362522	0.0220400827559801	0.017229873730498	TRPC6/C1QTNF1/OXTR/ADRA1B/P2RX7/BDKRB2/BDKRB1/ADCY8/ACKR4/MCHR1/ACKR2/HTR2A/CCR1	13
GO:0071276	cellular response to cadmium ion	6/686	23/12179	0.00138097163725445	0.0221059302539222	0.0172813501286392	MT2A/MT1E/MT1X/MT1M/JUN/HMOX1	6
GO:0032956	regulation of actin cytoskeleton organization	28/686	271/12179	0.00139812082275359	0.0221059302539222	0.0172813501286392	CXCL12/SYNPO2/FAM107A/CDC42EP3/DAAM2/GPM6B/LMOD1/ARHGAP28/WASF3/MYADM/PIK3R1/NEDD9/PRKCE/S1PR1/CORO2B/CCN2/CARMIL1/KANK1/DNAI3/SSH2/RAC3/MTSS1/SPTBN4/CRACD/PAK3/RGCC/EPHA5/SIGLEC15	28
GO:0008544	epidermis development	23/686	207/12179	0.00140648433080367	0.0221059302539222	0.0172813501286392	ERRFI1/FST/COL7A1/CRABP2/AQP3/CFLAR/MAFF/NCOA3/LDB2/ALOX15B/ATP2A2/CCN2/SOX9/LGR4/SLITRK6/TGFB2/FGF10/EDA/MAFB/SFRP4/FGFR2/HPSE/APCDD1	23
GO:0060348	bone development	20/686	170/12179	0.00141327755138702	0.0221059302539222	0.0172813501286392	COL1A1/ZBTB16/TGFBR2/CBS/CITED2/TMEM119/DHRS3/TRIM45/LEP/LRRC17/SOX9/AXIN2/GPR68/COL27A1/STC1/SFRP4/FGFR2/ACP5/SIGLEC15/SP5	20
GO:0055082	intracellular chemical homeostasis	43/686	476/12179	0.0014398134762327	0.0221059302539222	0.0172813501286392	CACNB2/STEAP2/MT2A/KLF15/CXCL12/SOX4/FOXO1/MT1E/IRS2/TRPC6/STEAP4/GCLM/PIK3R1/PRKCE/SLC39A10/GLS/ATP2A2/CLIC2/SLC7A11/MT1X/TRPA1/P2RX7/MT1M/BDKRB1/GPR68/UBASH3B/KCNE3/ADCY8/STC1/SYPL2/ADRA2A/CCL8/HMOX1/ADORA1/SLC24A3/CCL7/PLCG2/EPHA5/ENPP1/SCARA5/HTR2A/CCR1/CHD7	43
GO:0006706	steroid catabolic process	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	HSD17B6/CYP24A1/CYP19A1/SCARF1/HSD11B1	5
GO:0009065	glutamine family amino acid catabolic process	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	PRODH/GLS/ADHFE1/GLUL/DDAH1	5
GO:0032891	negative regulation of organic acid transport	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	IRS2/ABAT/LEP/THBS1/ADORA1	5
GO:0034104	negative regulation of tissue remodeling	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	TMEM119/P2RX7/UBASH3B/TNFRSF11B/INPP5D	5
GO:0048670	regulation of collateral sprouting	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	CRABP2/RND2/FGF13/ULK2/NGF	5
GO:0060706	cell differentiation involved in embryonic placenta development	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	LIF/SPINT2/FZD5/PRDM1/E2F7	5
GO:0062149	detection of stimulus involved in sensory perception of pain	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	CXCL12/TRPA1/LXN/ADORA1/HTR2A	5
GO:0098801	regulation of renal system process	5/686	16/12179	0.00145012128818931	0.0221059302539222	0.0172813501286392	CORIN/CORO2B/AGT/STC1/ADORA1	5
GO:0001935	endothelial cell proliferation	16/686	123/12179	0.00145168550259875	0.0221059302539222	0.0172813501286392	CXCL12/LEP/BMPER/HMGB2/VEGFA/THBS1/FGF10/VASH2/COL4A3/NR4A1/IL12A/ANG/RGCC/EGR3/HMOX1/XDH	16
GO:0050906	detection of stimulus involved in sensory perception	9/686	49/12179	0.00146048070262555	0.0221059302539222	0.0172813501286392	CXCL12/COL11A1/PIEZO2/TRPA1/LXN/TMC2/ADORA1/ASIC2/HTR2A	9
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	12/686	79/12179	0.00146720776021608	0.0221059302539222	0.0172813501286392	ADCY1/S1PR1/ADRA1B/ADM2/LGR4/GNG2/ADCY4/ADCY8/ADRA2A/RXFP1/RAMP3/RAPGEF4	12
GO:0042471	ear morphogenesis	12/686	79/12179	0.00146720776021608	0.0221059302539222	0.0172813501286392	COL11A1/TBX18/EPHB2/ALDH1A3/SOX9/SLITRK6/ITGA8/FGF10/MAFB/FRZB/FGFR2/CHD7	12
GO:0050671	positive regulation of lymphocyte proliferation	12/686	79/12179	0.00146720776021608	0.0221059302539222	0.0172813501286392	VCAM1/IRS2/TGFBR2/IGFBP2/EPHB2/SLC39A10/LEP/TNFSF13B/FGF10/IL12A/TNFSF9/ICOSLG	12
GO:0060070	canonical Wnt signaling pathway	26/686	246/12179	0.00147783533286037	0.02218819901854	0.0173456638810884	SOX4/WNT2/COL1A1/TBX18/FOXO1/DAAM2/IGFBP2/JADE1/FZD8/NKD1/RSPO1/NID1/SOX9/LGR4/KANK1/NKD2/AXIN2/FZD5/FGF10/RSPO2/EDA/FRZB/GPRC5B/SFRP4/FGFR2/SFRP2	26
GO:0060560	developmental growth involved in morphogenesis	21/686	183/12179	0.00149106633329175	0.0222534868570482	0.0173967027644759	CXCL12/PLXNA4/TGFBR2/CRABP2/FLRT3/NKD1/RND2/S1PR1/SEMA3A/POSTN/FGF13/ULK2/SOX9/NEDD4L/VEGFA/SEMA6D/FGF10/FGFR2/SFRP2/CDH4/NGF	21
GO:0060688	regulation of morphogenesis of a branching structure	8/686	40/12179	0.00150051549051971	0.0222534868570482	0.0173967027644759	WNT2/GDNF/SOX9/LGR4/VEGFA/FGF10/AGT/FGFR2	8
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	15/686	112/12179	0.00150280526265986	0.0222534868570482	0.0173967027644759	ADCY1/GPR37/S1PR1/ADRA1B/ADM2/LGR4/GNG2/ADCY4/ADCY8/ADRA2A/MCHR1/RXFP1/ADORA1/RAMP3/RAPGEF4	15
GO:0022407	regulation of cell-cell adhesion	31/686	312/12179	0.00150291364428132	0.0222534868570482	0.0173967027644759	PDPN/VCAM1/CXCL12/SOX4/FSTL3/ZBTB16/PDE5A/TGFBR2/IGFBP2/NR4A3/C1QTNF1/CITED2/FOXO3/MYADM/SMARCD2/LEP/DUSP10/MAP3K8/EPHB3/SOCS1/SPINT2/VEGFA/TNFSF13B/UBASH3B/IL12A/RGCC/EGR3/TSPAN32/TNFSF9/ICOSLG/IL4I1	31
GO:0045667	regulation of osteoblast differentiation	14/686	101/12179	0.00152929869628741	0.022551067541106	0.0176293369912943	CEBPD/ZHX3/FBN2/TMEM119/TENT5A/RASSF2/SOX9/CRIM1/DNAI3/AXIN2/TNFAIP6/CCN1/FGFR2/SFRP2	14
GO:0071559	response to transforming growth factor beta	24/686	221/12179	0.00153351460689402	0.022551067541106	0.0176293369912943	WNT2/COL1A1/GDF15/MXRA5/TGFBR2/FBN2/CITED2/CFLAR/ACTA2/ING2/CDKN2B/POSTN/CILP/SOX9/SAP30/ITGA8/JUN/TGFB2/THBS1/RASL11B/PMEPA1/GDF5/FGFR2/MSTN	24
GO:0019722	calcium-mediated signaling	16/686	124/12179	0.00158208898812411	0.0231071092347107	0.0180640235700959	VCAM1/LMCD1/SGCD/ATP2A2/CLIC2/P2RX7/MCTP1/ACKR4/MYOZ2/GRIN2A/PLCG2/ACKR2/TMEM100/RCAN1/RCAN2/CCR1	16
GO:0090276	regulation of peptide hormone secretion	16/686	124/12179	0.00158208898812411	0.0231071092347107	0.0180640235700959	SOX4/INHBB/CCN3/FOXO1/IRS2/ABAT/PRKCE/LEP/GPR68/ADCY8/ADRA2A/PER2/RAPGEF4/EPHA5/ACVR1C/CHD7	16
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	4/686	10/12179	0.00159438473949114	0.0231293515924829	0.0180814115726787	CXCL12/LXN/ADORA1/HTR2A	4
GO:0097501	stress response to metal ion	4/686	10/12179	0.00159438473949114	0.0231293515924829	0.0180814115726787	MT2A/MT1E/MT1X/MT1M	4
